Description;demarche en ligne;compte ou espace personnel;telephone;e-mail;accueil;courrier;reseaux sociaux;Description_2;Description_3;clusters
j ai eu affaire a une  conseillere   odieuse   mme fronty      elle n ecoute pas les projets pro  remplis son formulaire informatique et est denuee d humanite   pire   elle m a manque de respect et s est comportee comme une ado   roule des yeux   soupire       lorsque j ai explique mes demarches de reconversion  immonde  puerile  et irrespectueuse    je redige actuellement une reclamation a sa direction  en esperant qu ils reagissent  ;0;0;0;0;1;;;['affair', 'odieux', 'mme', 'fronty', 'pro', 'formulair', 'denue', 'humanit', 'respect', 'comporte', 'ado', 'roul', 'yeux', 'soupir', 'demarch', 'reconvers', 'immond', 'pueril', 'irrespectu', 'redig', 'reclam', 'reag'];affair odieux mme fronty pro formulair denue humanit respect comporte ado roul yeux soupir demarch reconvers immond pueril irrespectu redig reclam reag;-1
quand on cherche un emploi surtout ne pas s adressez a pole emploi  j ai 29and il ne m ont jamais rien trouver ;0;0;0;0;0;;;['29and'];29and;0
beaucoup de personnes bossent en suisse et touche le rsa et le chomage en meme temps il faut faire plus de controles;1;0;0;0;0;;;['bossent', 'suiss', 'rsa', 'chomag'];bossent suiss rsa chomag;-1
depuis la fusion de l assedic avec l anpe  le pole emploi est devenu le royaume du grand n importe quoi  si en plus vous etiez frontalier et que vous etes desormais au chomage  bon courage avec les pseudo  conseillers   pole emploi n a pas vocation a vous trouver un emploi  leur seul objectif est de vous radier le plus rapidement possible  les formations sont sous traitees par des boites externes totalement opaques qui ferment apres 1 ou 2 ans de magouilles  le suivi de recherche d emploi est lui aussi gere par des societes externes qui  pour repondre au cahier des charges impossible impose par pole emploi  rendent les rendez vous individuels en collectifs  on nous demande de prouver qu on fait plus de 20 postulations par jour par exemple  on recoit des offres d emploi en temps partiel a marseille alors qu on reside annemasse  obligation de se justifier sur le refus de l offre d emploi et apres 2 refus convocation dans le but d etre radie des demandeurs d emploi  il n y a rien a attendre de cet organisme si ce n est etre rabaisse ;0;0;0;0;0;;;['fusion', 'assedic', 'anpe', 'royaum', 'eti', 'frontali', 'chomag', 'courag', 'pseudo', 'vocat', 'object', 'radi', 'format', 'traite', 'extern', 'opaqu', 'ferment', 'magouill', 'societ', 'extern', 'cahi', 'charg', 'impos', 'rendent', 'individuel', 'collect', 'prouv', 'postul', 'recoit', 'offre', 'marseil', 'resid', 'annem', 'offre', 'convoc', 'but', 'rabaiss'];fusion assedic anpe royaum eti frontali chomag courag pseudo vocat object radi format traite extern opaqu ferment magouill societ extern cahi charg impos rendent individuel collect prouv postul recoit offre marseil resid annem offre convoc but rabaiss;3
tres bon accueil avec de femmes ravissantes a l ecoute efficace en plus;0;0;0;0;1;;;['femm', 'rav'];femm rav;-1
catastrophique comme toujours   les conseillers changent a la vitesse grand v  donc aucun suivi reel   cet organisme public se contente de fourguer des formations sans aucune verification serieuse de l organisme signataire  je viens de me faire abuser par  onlineformapro a lyon concernant une formation d administrateur infrastructures securisees  niveau bac 3 4  9 mois de perdu  sans aucun planning  des formateurs inexperimentes  catastrophique   c est vraiment hallucinant   pole emploi signe aveuglement avec un organisme qui ne lui presente aucune garantie   un planning complet aurait du etre exige  ainsi que pole emploi controle personnellement les futurs formateurs mais rien et sur les planning  il devait y avoir du coaching  une remise a niveau en anglais mais rien     pole emploi n a pas reagi a temps malgre de multiples relances et j avais meme envoye une lettre recommandee au directeur de cette agence et personne ne m a jamais repondue   comme personne n a bouge  j ai du contacter monsieur laurent wauquiez  president de region et par miracle  la d r de pole emploi est revenu vers nous mais trop tard  comment se fait il que vous n avez pas arrete immediatement cette formation   vous avez laisse ces escrocs sevirent et laisse continuer le massacre et maintenant je reviens a la case depart et je dois me debrouiller tout seul pour retrouver une autre formation mais il n y a plus rien comme la rentree est passee   en tout cas  je doute que vous exigiez le remboursement des sommes que vous avez versees a cet organisme  ah oui en france  pas de vague  pas de bruit  on achete la paix sociale   en tout cas  a l heure actuelle  aucun conseiller me rappelle pour faire le point avec vous   un conseil financez vous meme votre formation et de preference en suisse bien entendu  si vous le pouvez vu le niveau de qualite   c est bien beau d avoir des locaux flambant neufs  mais il faudrait que la qualite suive  ce qui n est pas le cas   il suffirai simplement d avoir des gens en visio  comme ca plus de locaux flambant neufs et je pense que ca soulagerai le con tribuable fancais     finalement tout le monde est content  l organisme voleur recoit des fonds publics tres facilement et sans aucune crainte et pole emploi fait disparaitre de ses stats le nombre de chomeurs  elle n est pas belle la vie   partenariat gagnant gagant    pauvre france ;0;0;0;0;0;;;['changent', 'vitess', 'v', 'content', 'fourgu', 'format', 'verif', 'signatair', 'abus', 'onlineformapro', 'lyon', 'format', 'administr', 'infrastructur', 'securise', 'bac', '9', 'planning', 'inexperiment', 'hallucin', 'aveugl', 'garant', 'planning', 'futur', 'planning', 'coaching', 'remis', 'anglais', 'reag', 'recommande', 'directeur', 'boug', 'contact', 'laurent', 'wauqu', 'president', 'region', 'miracl', 'r', 'immediat', 'format', 'escroc', 'sev', 'massacr', 'revien', 'debrouill', 'format', 'rentre', 'passe', 'rembours', 'verse', 'ah', 'vagu', 'bruit', 'achet', 'paix', 'actuel', 'financ', 'format', 'preferent', 'suiss', 'entendu', 'flamb', 'neuf', 'suff', 'visio', 'flamb', 'neuf', 'soulag', 'tribuabl', 'fanc', 'content', 'voleur', 'recoit', 'fond', 'facil', 'craint', 'disparaitr', 'stat', 'partenariat', 'gag', 'pauvr'];changent vitess v content fourgu format verif signatair abus onlineformapro lyon format administr infrastructur securise bac 9 planning inexperiment hallucin aveugl garant planning futur planning coaching remis anglais reag recommande directeur boug contact laurent wauqu president region miracl r immediat format escroc sev massacr revien debrouill format rentre passe rembours verse ah vagu bruit achet paix actuel financ format preferent suiss entendu flamb neuf suff visio flamb neuf soulag tribuabl fanc content voleur recoit fond facil craint disparaitr stat partenariat gag pauvr;-1
que des jaloux dans cette agence apres un licenciement en suisse ils mettent des batons dans les roues pour avoir notre indemnisation chomage parce qu ils se sont fait refouler de la suisse et qu ils se retrouvent a travailler a pole emploi ces jaloux meme geant en tant que caissier veulent pas de vous;0;0;0;0;1;;;['jaloux', 'licenci', 'suiss', 'mettent', 'baton', 'rou', 'indemnis', 'chomag', 'refoul', 'suiss', 'retrouvent', 'jaloux', 'ge', 'caissi', 'veulent'];jaloux licenci suiss mettent baton rou indemnis chomag refoul suiss retrouvent jaloux ge caissi veulent;-1
je mets une etoile  pour la photo   deux etoile  pour etre gentil  mais les adresses ne sont pas bonnes  le jeux  ou est charlie  est plus simple    malgre map   prevoir deux heures d avance pour vos rdv    a bon entendeur;1;0;0;0;0;;;['photo', 'gentil', 'jeux', 'charl', 'map', 'prevoir', 'rdv', 'entendeur'];photo gentil jeux charl map prevoir rdv entendeur;-1
completement inutile  aucune aide ni solution proposees dans les demarches mais toujours presents pour mettre des batons dans roues lors des recherches ;1;0;0;0;0;;;['propose', 'demarch', 'baton', 'rou'];propose demarch baton rou;0
quoi dire de pole emploi  si ce n est que dans certaine situation tout devient compliquer  il devrais changer leur systeme de gestion compte  histoire de pas passee 1h a explique notre situation ;1;0;0;0;0;;;['system', 'gestion', 'compt', 'histoir', 'passe', '1h'];system gestion compt histoir passe 1h;-1
plus aucune entreprise serieuse ne passe par pole emploi  les postes ne sont jamais en adequation avec les profils proposes  aucune de ces agences n a plus aucun sens aujourd hui  ils n arrivent meme pas a gerer les aspects administratifs correctement    allez voir les agences d interim si vous avez vraiment besoin de travailler ;0;0;0;0;0;;;['adequ', 'profil', 'arrivent', 'aspect', 'administr', 'interim'];adequ profil arrivent aspect administr interim;-1
ma conseillere indemnisation est tellement naze que j ai envie de postuler pour la remplacer ;0;0;0;0;0;;;['indemnis', 'naz', 'remplac'];indemnis naz remplac;0
une agence avec de tres bons conseillers  toujours a l ecoute  tres reactifs et de bons conseils  c est rassurant  merci pour votre travail ;0;0;0;0;0;;;['reactif', 'rassur'];reactif rassur;5
tres bon conseiller je garde est espoir grace a eux merci pole emploi;0;0;1;0;0;;;['gard', 'espoir'];gard espoir;-1
conseillere mechante  aucune empathie  et prennent les gens de haut du jamais vu  bref pire pole emploi que j ai jamais vu ;0;0;1;0;0;;;['mech', 'empath', 'prennent', 'haut'];mech empath prennent haut;2
franchement merci beaucoup a l agence pole emploie du perier   en particulier a leila qui a gerer toute ma demande de pdu1 alors qu elle etait dans le jus   elle avait la tete partout   toute les personnes la bas sont a l ecoute et ca fait plaisir  ;0;0;0;0;1;;;['peri', 'leil', 'pdu1', 'jus', 'tet', 'partout', 'plais'];peri leil pdu1 jus tet partout plais;0
j attends toujours mon indemnisation depuis le mois de mars      jamais vu de tel bon a rien  ;0;0;0;0;0;;;['attend', 'indemnis', 'tel'];attend indemnis tel;0
bon accueil explications rapides  juste pour information suite au demenagement du dossier d un autre  departement   je travaille et tant mieux  mais bon  ai cas ou je continue a mettre a jour mon dossier;0;0;0;0;0;;;['rapid', 'demenag', 'dossi', 'dossi'];rapid demenag dossi dossi;0
si vous etes frontaliers attendez vous a avoir des reflexions sur vos revenus  jalousie   ils ont certainement pas compris que lorsque que l on touche des indemnites elevees apres avoir travaille en suisse c est aussi parce qu on a travaille au moins 42h par semaine si ce n est souvent bien plus et qu on est rarement assis derriere un ecran ou en pause cafe  donc au lieu de juger faites simplement votre travail  au lieu de nous balader de service en service  ou alors passez la frontiere  au lieu de faire les jaloux ses  ;0;0;0;0;0;;;['frontali', 'attend', 'reflex', 'revenus', 'jalous', 'compr', 'indemnit', 'eleve', 'suiss', '42h', 'rar', 'assis', 'derrier', 'ecran', 'paus', 'caf', 'jug', 'balad', 'frontier', 'jaloux'];frontali attend reflex revenus jalous compr indemnit eleve suiss 42h rar assis derrier ecran paus caf jug balad frontier jaloux;-1
j ai tourne en rond autour du 2 avenue de verdun et impossible de trouver l agence  tous ce qu il y a c est le lycee des glieres et le gymnase  aucune pancarte  aucune enseigne et des panneaux routiers qui vous envoient au supermarche du perrier ;1;0;0;0;0;;;['rond', 'autour', 'avenu', 'verdun', 'lyce', 'glier', 'gymnas', 'pancart', 'enseign', 'panneau', 'routi', 'envoient', 'supermarch', 'perri'];rond autour avenu verdun lyce glier gymnas pancart enseign panneau routi envoient supermarch perri;0
j ai une licence banque assurance et il persiste a me proposer macdo   un scandale   merci aux agences interim qui m ont trouve un super poste en suisse  ;0;0;0;0;0;;;['licenc', 'banqu', 'assur', 'persist', 'macdo', 'scandal', 'interim', 'suiss'];licenc banqu assur persist macdo scandal interim suiss;-1
une excellente agence tres a l ecoute et tres professionnelle ;0;0;0;0;1;;;['excellent'];excellent;-1
fermer nouvelles adresses 2c avenue de verdun;1;0;0;0;0;;;['ferm', '2c', 'avenu', 'verdun'];ferm 2c avenu verdun;0
malheureusement ils ne sont pas trop renseignes  en tout cas pour ce qui concerne la formation que je voulais faire  chauffeur routier  j ai participe a 1 matinee d information sur ce metier qui est obligatoire pour pouvoir etre prise  bref la personne qui gere cette branche du transport m avait di que c etait sur que je ne serais pas retenu  merci pour l encouragement  je lui ai donc demande si il n y avait pas d autre moyen pour faire cette formation la il m a dit que non a par si je me la financait seul  5000 euros quand meme et aucune aide du pole emploi alors qu au final j apprend sur des forums que les boites interim les financent et ca le pole emploi ne sont meme pas au courant  pour une agence de l emploi quand meme     bref et de   au finale contrairement a ce que le conseiller m avait di que je ne serait pas retenu et bien j ai ete accepte en    pour les personnes qui sont dans le cas ou moi j ai ete avec pole emploi  les boites interim dans la region qui finance le permis poids lourd  actual bonneville  ras annecy  bon courage a vous et ne vous arretez pas a ce que le pole emploi vous raconte ;0;0;0;0;0;;;['format', 'chauffeur', 'routi', 'matine', 'branch', 'transport', 'di', 'retenu', 'encourag', 'format', 'financ', '5000', 'euros', 'apprend', 'forum', 'interim', 'financent', 'di', 'retenu', 'interim', 'region', 'financ', 'poid', 'lourd', 'actual', 'bonnevill', 'ras', 'annecy', 'courag', 'racont'];format chauffeur routi matine branch transport di retenu encourag format financ 5000 euros apprend forum interim financent di retenu interim region financ poid lourd actual bonnevill ras annecy courag racont;-1
toujours decue de mes echanges telephonique  aucune aide recu de mes interlocuteurs qui me conseillent d aller voir sur d autres sites d information ou utiliser mon compte cpf alors que pole emploi lui meme finance cette formation  une perte de temps c est demotivant  ;0;0;0;0;0;;;['interlocuteur', 'conseillent', 'compt', 'cpf', 'financ', 'format', 'demotiv'];interlocuteur conseillent compt cpf financ format demotiv;3
c etait un accueil chaleureux et mon premier entretien etait bien passe avec une dame qui etait trop patiente avec moi     merci;0;0;0;0;1;;;['chaleur', 'patient'];chaleur patient;6
personne desagreable au possible au telephone   ne recommande pas cette agence les avis des local guide en 5 etoiles sont   soit truques ou ils ne sont pas tombes sur la meme dame que moi j imagine   un accueil pareil meriterai meme 0;0;0;1;0;0;;;['recommand', 'guid', 'truqu', 'tomb', 'imagin', 'pareil', 'merit'];recommand guid truqu tomb imagin pareil merit;-1
